TIMESTAMP_START,TIMESTAMP_END,CO2,FC,FCH4,G,H,LE,WD,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,P,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,WTD,FC_F,H_F,LE_F
201601010000 ,201601010030 ,-9999,-9999,-9999,-10.74252333,-9999,-9999,146.16,0.0939587,-9999,-9999,-9999,-5.99936,-11.8922,0,3.22346,279.668,288.337,0,-6.45141,3.30647,3.88592,7.01076,0.0000424,-9999,-9999,-9999
201601010030 ,201601010100 ,-9999,-9999,-9999,-11.01393,-9999,-9999,124.592,0.135977,-9999,-9999,-9999,-5.25406,-11.1646,0,3.39148,283.735,291.507,0,-5.79219,3.28454,3.81203,6.9628,-0.0000575,-9999,-9999,-9999
201601010100 ,201601010130 ,-9999,-9999,-9999,-11.07356,-9999,-9999,187.734,0.1637,-9999,-9999,-9999,-4.86969,-10.4091,0,3.13818,283.39,290.662,0,-5.51303,3.26897,3.83893,6.9703,-0.000102,-9999,-9999,-9999
201601010130 ,201601010200 ,-9999,-9999,-9999,-10.97006667,-9999,-9999,30.1578,0.528582,-9999,-9999,-9999,-4.53469,-9.96344,0,3.23008,286.043,292.775,0,-4.9354,3.20046,3.81663,6.98569,-0.0000721,-9999,-9999,-9999
201601010200 ,201601010230 ,-9999,-9999,-9999,-10.97168667,-9999,-9999,100.261,0.24238,-9999,-9999,-9999,-4.13042,-9.28103,0,2.76917,287.094,293.606,0,-4.93806,3.18114,3.79507,6.97799,-0.0000112,-9999,-9999,-9999
201601010230 ,201601010300 ,-9999,-9999,-9999,-11.09665,-9999,-9999,154.043,0.228521,-9999,-9999,-9999,-4.81254,-9.003,0,2.7857,287.221,293.439,0,-5.73108,3.19304,3.78184,7.01769,0.0000443,-9999,-9999,-9999
201601010300 ,201601010330 ,-9999,-9999,-9999,-11.37092,-9999,-9999,223.67,0.0526242,-9999,-9999,-9999,-5.15685,-8.92501,0,2.94948,285.901,291.877,0,-5.97306,3.18646,3.79628,6.98809,0.0000949,-9999,-9999,-9999
201601010330 ,201601010400 ,-9999,-9999,-9999,-11.69608333,-9999,-9999,269.023,0.231347,-9999,-9999,-9999,-6.14225,-8.38315,0,2.42667,281.831,287.788,0,-7.04608,3.17734,3.76024,6.99469,0.000179,-9999,-9999,-9999
201601010400 ,201601010430 ,-9999,-9999,-9999,-11.99793667,-9999,-9999,74.1482,0.106341,-9999,-9999,-9999,-6.50834,-8.38743,0,2.78785,279.324,284.924,0,-7.11111,3.15151,3.76515,6.99334,0.000386,-9999,-9999,-9999
201601010430 ,201601010500 ,-9999,-9999,-9999,-12.33695333,-9999,-9999,123.812,0.108916,-9999,-9999,-9999,-6.43201,-8.71148,0,3.49416,279.201,284.418,0,-7.14491,3.15213,3.7582,6.99113,0.000583,-9999,-9999,-9999
