TIMESTAMP_START,TIMESTAMP_END,CO2,FC,FCH4,G,H,LE,WD,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,P,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,WTD,FC_F,H_F,LE_F
201701010000 ,201701010030 ,-9999,-9999,-9999,-5.466667,-9999,-9999,-9999,0,-9999,100.53,98.52,0.27,-0.76,0,0.8,314.91,314.87,0,-9999,2.55,2.85,5.86,-9999,-9999,-9999,-9999
201701010030 ,201701010100 ,-9999,-9999,-9999,-5.453333,-9999,-9999,-9999,0,-9999,100.54,98.52,0.22,-0.46,0,0.69,314.82,314.59,0,-9999,2.57,2.81,5.86,-9999,-9999,-9999,-9999
201701010100 ,201701010130 ,-9999,-9999,-9999,-5.443333,-9999,-9999,-9999,0,-9999,100.55,98.54,0.1,-0.35,0,0.47,314.59,314.47,0,-9999,2.56,2.8,5.86,-9999,-9999,-9999,-9999
201701010130 ,201701010200 ,-9999,-9999,-9999,-5.44,-9999,-9999,-9999,0,-9999,100.56,98.58,0.19,-0.22,0,0.47,314.72,314.47,0,-9999,2.55,2.8,5.86,-9999,-9999,-9999,-9999
201701010200 ,201701010230 ,-9999,-9999,-9999,-5.43,-9999,-9999,-9999,0,-9999,100.595,98.6,0.06,0.25,0,0.05,314.53,314.23,0,-9999,2.54,2.81,5.85,-9999,-9999,-9999,-9999
201701010230 ,201701010300 ,-9999,-9999,-9999,-5.423333,-9999,-9999,-9999,0,-9999,100.63,98.6,-0.06,0.15,0,0.08,314.49,314.26,0,-9999,2.52,2.85,5.83,-9999,-9999,-9999,-9999
201701010300 ,201701010330 ,-9999,-9999,-9999,-5.423333,-9999,-9999,-9999,0,-9999,100.62,98.62,0.16,-0.5,0,0.61,314.87,314.76,0,-9999,2.52,2.84,5.82,-9999,-9999,-9999,-9999
201701010330 ,201701010400 ,-9999,-9999,-9999,-5.423333,-9999,-9999,-9999,0,-9999,100.61,98.65,0.08,0.14,0,0.21,314.78,314.43,0,-9999,2.53,2.81,5.84,-9999,-9999,-9999,-9999
201701010400 ,201701010430 ,-9999,-9999,-9999,-5.406667,-9999,-9999,-9999,0,-9999,100.63,98.73,0,0.09,0,0,313.88,313.79,0,-9999,2.52,2.83,5.83,-9999,-9999,-9999,-9999
201701010430 ,201701010500 ,-9999,-9999,-9999,-5.4,-9999,-9999,-9999,0,-9999,100.65,98.8,-0.16,-1.05,0,0.33,313.08,313.8,0,-9999,2.51,2.82,5.8,-9999,-9999,-9999,-9999
201701010500 ,201701010530 ,-9999,-9999,-9999,-5.38,-9999,-9999,-9999,0,-9999,100.65,98.85,-0.12,-0.53,0,0.77,312.62,312.38,0,-9999,2.53,2.79,5.83,-9999,-9999,-9999,-9999
